Region,Year,Month,Day,Temperature,Precipitation
Upper East,2022,10,26,26.27806799689814,55
Upper West,2020,2,19,26.175435669906797,142
Savannah,2014,6,8,27.87901732092419,55
Bono,2023,11,17,28.810057044460237,163
Greater Accra,2018,6,21,22.507143944573652,149
Oti,2011,5,22,22.817865231635803,209
Upper East,2017,10,27,30.852211268561703,95
Savannah,2014,5,21,21.008533676578885,123
Volta,2012,11,27,28.80795829313314,52
Savannah,2021,11,7,28.63108143428648,107
Bono,2014,9,6,24.039357391896367,10
Bono,2019,12,9,24.86629295085709,125
Volta,2011,6,26,22.2164519763097,100
Bono East,2011,3,22,30.407599563543307,32
Oti,2014,7,25,21.60359688222784,54
Western,2023,2,9,28.241247044146764,242
Volta,2019,10,10,22.988379429056113,216
Savannah,2019,9,17,31.63251663716659,185
Volta,2013,2,24,22.344401564626192,100
Upper East,2018,12,7,29.928465450543662,66
Upper West,2019,9,12,28.00610513906144,193
Greater Accra,2011,4,7,28.17728234572983,110
North East,2011,2,13,24.660120293151074,99
Volta,2023,10,16,21.94955097823161,193
North East,2019,11,13,27.546773249122122,34
Western North,2023,8,28,24.796279336567366,186
Central,2013,12,12,24.5475397705454,141
Greater Accra,2013,8,2,33.62787710327649,192
Savannah,2021,2,15,29.16241402974352,29
Upper West,2013,8,10,28.46192647598067,90
Savannah,2020,5,26,26.51894605679722,11
Northern,2017,2,15,25.806243413147435,211
Western North,2011,11,26,22.432487043889072,196
Savannah,2016,4,29,20.819928300987694,210
Oti,2014,1,12,24.68437324408393,240
Savannah,2023,4,29,30.29564850950006,213
Western North,2015,8,13,34.602069799424136,174
Northern,2018,1,3,31.65368422971354,204
Ahafo,2023,12,25,33.430907136494554,47
Central,2018,1,25,21.91931555717445,92
Bono,2013,1,14,31.143403473072436,47
Oti,2023,1,15,33.32066861969367,147
Upper East,2012,1,21,26.584694663929458,116
Ahafo,2011,6,7,24.31261735036127,194
North East,2012,2,16,33.67614958545791,96
Savannah,2022,8,28,28.795057643397218,55
Greater Accra,2018,5,23,26.63868935267986,169
Western,2021,6,18,22.61862274616015,208
Ashanti,2021,6,8,29.710674739349106,94
Central,2022,4,23,20.913245497690323,212
Savannah,2015,9,15,21.34191475519179,177
Upper West,2012,10,22,24.41163732852068,130
Upper East,2019,4,28,21.356294888879468,91
Volta,2014,1,11,33.88439644092231,14
Ahafo,2016,8,30,32.69537272665309,71
Central,2017,1,12,29.654994828902566,26
Bono East,2023,5,17,25.751775052044565,150
Central,2020,1,24,24.826052829372145,131
Western,2016,12,11,22.188228664787054,243
Greater Accra,2023,7,28,27.960953952009646,83
North East,2016,12,20,31.27207190615725,82
Volta,2014,7,18,24.82518535755155,136
Eastern,2013,10,4,28.605653936997182,109
Upper West,2021,7,26,29.14660694358743,224
Volta,2022,11,2,22.454657879883985,157
Oti,2015,1,27,31.062653983949303,193
Western,2022,12,15,23.87463913293402,102
North East,2023,9,17,31.34383052636171,23
Upper West,2016,12,7,34.35299114396117,241
Greater Accra,2018,2,27,28.327668995062048,126
Western North,2016,4,9,27.481878966859956,52
Greater Accra,2021,11,4,21.884867269950924,94
North East,2012,8,23,24.822758854565777,46
Upper West,2015,1,11,34.502107511757856,239
Ahafo,2017,4,26,28.936073142966855,98
Oti,2010,4,25,29.833449315784108,31
Ahafo,2019,2,15,32.58397355113304,101
Ahafo,2021,11,16,30.816207145820307,89
Western North,2011,5,1,24.845973462190585,49
Western North,2023,11,30,27.043762975908905,98
Central,2015,8,20,31.851340242356365,16
Greater Accra,2020,7,23,25.324534826459846,16
Eastern,2014,3,10,33.44465417018361,199
Oti,2016,10,3,22.67801379163916,132
Central,2017,3,17,25.24983344669694,6
Bono,2021,10,18,28.896112291072956,114
Upper West,2020,8,27,30.06995958703903,137
Western North,2020,10,15,30.700301379127907,226
Ashanti,2018,6,20,33.171369625015714,111
Western,2014,4,4,29.152549935790027,207
Oti,2011,12,31,24.99689335757699,155
Oti,2022,11,23,24.049054850074697,220
Volta,2011,12,28,32.8783572845945,101
Bono,2016,1,23,28.649089095675592,163
Ahafo,2019,3,1,20.161509550601146,194
Northern,2014,6,8,34.03456711080759,130
Western North,2021,12,17,28.40110671689736,28
Ahafo,2021,11,2,26.459347388401106,134
Central,2022,11,16,24.317474526912058,246
Ahafo,2015,7,6,26.462142254365386,97
Eastern,2014,3,3,29.472776144036672,174
Savannah,2020,11,4,23.672780351836288,114
Savannah,2019,5,21,33.23885820522314,16
Bono,2014,4,2,21.79878036727733,63
Savannah,2016,2,13,24.813758961557987,120
Central,2022,8,16,34.00239046554278,70
Upper West,2021,7,13,23.810981173597728,112
Bono,2019,3,29,20.96963588989024,228
North East,2021,11,16,21.1421264065506,191
Savannah,2019,4,30,29.812786930620163,173
Savannah,2018,7,7,32.60712918938257,170
Oti,2023,4,14,34.81041910831514,215
Eastern,2015,8,1,32.72098979033639,191
Bono,2019,2,24,24.738971698337703,193
Central,2019,4,5,29.721316483573634,98
Western North,2013,1,25,21.475045780683338,32
Upper West,2011,2,14,33.3478078294878,67
Central,2016,7,2,26.258605391896523,115
Greater Accra,2018,11,30,24.541156229292397,52
Ahafo,2017,9,22,22.14311231844259,38
Northern,2012,5,11,31.497626903497036,236
Oti,2022,5,27,29.80090256977676,148
Oti,2017,3,31,27.371344604968034,61
Western North,2012,8,17,28.07425345128297,109
Ashanti,2019,6,16,20.470874388645477,92
Ahafo,2010,5,27,29.266054308976294,183
Northern,2016,12,22,24.963126315916604,67
North East,2015,8,17,24.640580252592017,99
Eastern,2018,4,30,27.03410237155807,8
Northern,2020,5,16,28.47297592207353,176
Oti,2015,11,20,23.170520164038628,198
Upper West,2018,8,7,22.867032389285537,161
Upper East,2015,11,3,28.320099726659382,90
Western North,2011,8,18,34.358197555384514,202
North East,2013,1,6,26.17026065894139,209
Northern,2011,8,16,33.147758455958105,20
Oti,2022,12,16,28.373415359410256,102
Ahafo,2023,4,3,30.116765442586058,55
Western North,2016,6,5,33.82828690989439,91
Ashanti,2022,10,26,32.8095956419467,144
Volta,2012,8,1,24.025521218255044,75
Volta,2020,7,14,30.334691917202235,95
Ashanti,2011,5,10,23.065345721846846,165
Upper West,2016,6,1,31.863586123526986,42
Eastern,2010,11,14,31.826147979013115,232
Volta,2016,11,24,21.500524183809244,63
Greater Accra,2013,11,3,33.31484419917169,44
Ashanti,2019,7,19,24.94128060702034,131
Oti,2018,10,23,20.529777214025298,119
Oti,2014,2,1,29.220987460970512,4
Greater Accra,2019,3,13,34.49412926178245,66
Bono,2010,7,30,32.286547241293476,188
Northern,2022,4,6,31.996963834311508,181
Savannah,2012,9,18,24.55726066639564,93
Bono East,2014,2,12,25.787828244195296,81
Northern,2012,6,10,23.724271782536476,39
Western North,2023,6,18,26.17546968367028,131
Upper East,2014,4,27,28.395423717875335,11
Eastern,2017,1,11,25.96247960831755,15
North East,2013,7,2,34.338987072992396,25
Central,2016,7,20,32.50661440543315,250
Northern,2022,12,9,32.880522354121645,34
Ashanti,2016,10,4,24.940311249566946,31
Bono East,2021,4,18,33.052578422997684,4
North East,2014,2,12,26.655693117881718,66
North East,2015,7,10,22.32600479620289,51
Ashanti,2023,2,11,32.80066125465865,86
Western North,2021,12,9,21.814052334210736,238
Ashanti,2023,1,25,33.750249094802136,5
Oti,2011,12,4,27.236582479859294,52
Upper East,2020,2,15,21.308332842036023,121
Greater Accra,2019,12,11,27.266578961558825,47
Ahafo,2021,2,8,20.13171912987125,30
Upper West,2018,7,3,24.34726225685037,158
Western North,2015,6,24,30.121869920500366,248
Bono East,2011,8,13,28.065992933368825,244
Upper West,2022,1,10,22.895498817616478,211
Ashanti,2023,4,22,20.88839988553263,75
Ashanti,2015,9,9,34.83219044701529,44
Upper West,2010,3,21,34.03816317562135,199
Central,2015,8,28,21.104254496523613,84
Eastern,2017,10,13,28.646415347013903,17
Western,2022,4,22,24.373439375972595,161
Ashanti,2011,3,4,22.236193014099424,236
Northern,2017,11,7,27.98185408785027,92
Ahafo,2016,12,1,22.912814546102823,39
Upper East,2017,5,22,21.05652552384274,141
Ahafo,2019,2,11,34.218974577800076,86
Northern,2014,5,31,27.994319067995885,230
Oti,2015,12,3,27.60685195953054,138
Northern,2020,6,30,22.5092445500288,192
Greater Accra,2010,7,30,30.665073248381454,141
Ashanti,2018,1,3,25.860506074431793,68
North East,2013,2,28,33.68099606509217,79
Greater Accra,2013,6,22,33.1807429881299,40
Oti,2022,2,20,28.452083838637765,83
Savannah,2014,5,31,26.185214818371946,40
Bono,2022,7,8,20.452044989495867,221
Ahafo,2014,1,26,20.95775296450682,98
Greater Accra,2011,2,15,30.176782098391413,112
Oti,2018,11,3,34.30705615423068,105
Bono,2015,1,7,25.022903846504708,27
Central,2016,1,4,22.776815279889696,29
Ashanti,2019,3,18,34.47905685622624,205
North East,2022,2,22,29.668447086838544,226
Ashanti,2017,11,9,21.01028214684484,122
North East,2020,2,20,24.118237733718708,239
Ashanti,2013,4,13,21.06337928499021,154
Savannah,2023,2,15,27.19057189336734,236
Upper East,2014,3,21,22.475727189743715,75
Volta,2019,1,11,21.705823190822027,128
Ahafo,2017,1,3,27.81283824721156,148
Oti,2013,6,14,21.334516397644286,45
Savannah,2013,8,4,32.12010137506751,71
Ahafo,2021,4,20,29.82712946966274,188
Northern,2013,11,24,34.50997267522227,126
Upper West,2016,3,27,23.76709630564517,59
Central,2019,8,20,31.377506635084544,250
Savannah,2017,11,22,23.6589717621214,209
Ahafo,2023,10,16,26.606928062076218,53
Ashanti,2019,10,29,25.695924473205224,64
Northern,2022,7,9,24.234941815379578,206
Upper West,2018,11,10,25.872313174497002,11
Bono,2019,3,19,33.99536282882234,131
Central,2019,1,1,34.21679716586273,22
Bono,2017,11,14,24.773286814598123,121
Bono,2015,11,7,27.464129711153447,63
Central,2010,11,17,26.895453593863902,106
Savannah,2013,12,14,28.575896480599873,115
Upper East,2021,4,15,20.24796834899482,133
Bono,2015,4,11,34.23693866166447,224
Savannah,2014,11,16,28.852930622565573,169
Northern,2012,6,21,23.071102555250782,224
Central,2017,5,26,22.151778142513436,20
Savannah,2015,12,4,33.16937958281177,64
Central,2013,6,15,33.63360289737874,152
Bono East,2019,11,8,30.988583193099863,112
Ashanti,2013,5,2,27.73450177315455,148
Oti,2012,8,26,33.41458212450645,179
Savannah,2015,7,14,22.350874842151725,155
Bono,2016,5,5,34.884985916144664,133
Western North,2010,4,10,33.895491466118436,52
Volta,2022,3,24,22.523646296191146,207
Ahafo,2019,4,17,34.03724402946551,89
Upper West,2011,4,1,20.416788655971356,217
Bono East,2019,7,5,31.932943231071402,193
Western North,2022,4,16,22.7568384988103,72
Greater Accra,2016,3,3,23.322744463864424,87
Savannah,2014,12,28,26.150989767081107,94
Western,2014,8,18,20.139922032280978,81
Upper East,2019,1,17,26.608051083897195,171
Upper West,2018,6,20,22.870757337911463,249
Bono,2013,7,30,32.342740252240255,90
Central,2012,10,22,25.530056290427645,161
Ashanti,2012,7,26,32.06122374546464,222
Eastern,2020,7,16,29.35571341702048,16
Western North,2015,6,26,29.527818519361933,62
Eastern,2011,7,18,26.514609028455745,235
Volta,2011,10,12,22.518124423021256,69
Bono East,2021,3,30,24.504528374554127,187
Oti,2022,9,28,23.98133890857218,148
Bono,2023,2,24,20.451344855527555,209
Bono,2012,8,25,20.03254553704237,17
North East,2014,11,3,30.615513732433982,117
Savannah,2017,6,2,33.622637613163675,241
Savannah,2013,5,31,29.00350396070627,114
Greater Accra,2021,1,30,29.834902970256127,96
Central,2017,12,5,25.600890565707058,135
Central,2014,8,4,30.459732831785967,182
Ashanti,2019,4,29,23.630172127467556,208
Northern,2012,12,24,32.90454967171433,6
Ahafo,2016,4,18,22.34230478216024,9
Upper West,2012,9,15,23.260690856745107,243
Oti,2018,1,14,26.409521998887616,34
Oti,2012,8,22,25.178125615002124,10
Northern,2014,7,5,32.298480526139514,133
Western,2010,1,2,34.229503654095474,40
Volta,2018,1,20,28.60206010406237,41
Bono,2016,4,7,33.2781369164088,171
Greater Accra,2012,4,20,34.67971594375474,239
Greater Accra,2021,5,29,26.908188725689303,44
Ashanti,2012,9,1,21.10752259678132,173
Upper West,2019,8,2,31.49808267214012,151
Upper West,2023,4,21,25.03809202833343,181
Bono,2012,2,15,32.606900716205146,138
Volta,2014,8,14,21.75389395269487,141
Bono East,2019,3,16,25.725937775567456,38
Western North,2012,2,26,25.18773290238549,138
Volta,2022,10,11,31.03046535561581,55
Ahafo,2012,6,15,29.643875661817773,76
Western North,2017,2,28,34.73519589395082,178
Greater Accra,2019,8,6,30.879427945135355,177
Ashanti,2012,6,20,30.19279213936848,152
Upper West,2013,8,22,31.252097129695166,182
North East,2022,12,23,20.767341346475952,90
Oti,2011,2,11,27.107240392051914,63
Northern,2020,3,24,27.835907353387764,233
Eastern,2012,5,22,30.06423931273946,152
Eastern,2014,9,3,32.2627569307764,25
Greater Accra,2014,9,6,26.664557497449984,78
Western North,2018,7,7,21.248636706461742,40
Northern,2012,2,19,24.83649366281917,116
Ahafo,2010,2,8,28.121998925212626,177
Ashanti,2022,4,27,21.152616866502612,181
Western,2017,9,1,29.678760407627077,110
Upper East,2022,3,24,27.631624767646088,46
Bono,2023,4,26,32.806019623435695,138
Western,2010,10,21,30.12354803031606,208
North East,2018,5,7,30.54284603532423,63
Central,2014,12,2,31.01085715217468,193
Eastern,2017,1,12,28.403826081866484,53
Bono,2012,4,30,24.46693572326115,41
Ahafo,2017,3,27,24.843163299594767,130
Ashanti,2019,1,20,26.093845727944732,242
Savannah,2021,2,22,29.658529824729268,82
Upper East,2010,3,6,21.548150254936843,52
Savannah,2018,9,15,24.421658520931757,70
Eastern,2014,12,8,28.885281935702682,112
Western North,2012,8,6,24.054370671584422,193
Volta,2011,2,3,26.677610255428895,101
Northern,2016,12,18,30.14364143555939,80
Eastern,2017,1,15,31.860879169931486,1
Central,2023,11,21,31.17111209996075,150
Bono,2015,10,9,32.088729828493975,181
North East,2012,3,11,29.62328674043629,248
Greater Accra,2021,4,19,20.968103480090548,209
Ashanti,2019,6,17,27.42120987906886,35
Ashanti,2018,4,21,24.61907182047209,161
Central,2016,11,13,29.12869556485896,107
Eastern,2021,11,12,28.145106521868527,194
Northern,2015,3,17,24.613525535915585,243
Bono East,2022,7,28,21.250494624740462,213
North East,2015,4,23,22.07513488806335,190
Bono,2013,2,20,24.461351209077364,220
Ahafo,2018,12,5,22.71681967631152,173
Savannah,2020,5,17,26.833775288493165,61
Greater Accra,2010,3,23,28.1889710671442,248
Western,2012,11,19,32.64462458785117,123
Savannah,2015,12,17,31.85814606470592,165
Savannah,2018,3,17,27.538648229513257,229
Upper West,2022,7,23,27.312112055049344,246
Volta,2018,10,11,33.06140613712072,113
Northern,2015,3,27,34.32378331152177,191
Upper West,2019,9,1,34.433620602789986,94
Western,2012,6,23,22.065712194968714,49
Northern,2012,11,22,22.53722057165705,209
Oti,2020,12,14,22.282251651366906,95
Ahafo,2013,12,18,22.426604420143004,1
Ashanti,2013,8,31,20.108389206369054,194
Bono,2021,1,8,29.679236241240705,145
Oti,2023,8,6,22.396931703450814,3
Bono,2010,8,15,22.24992433046966,121
Western,2015,2,25,34.02042967775675,184
Western,2023,9,21,23.462946228750127,174
Upper East,2010,9,25,23.170837039121196,88
Bono East,2018,2,24,28.059289147252564,191
Central,2018,5,19,33.81604858790315,202
Upper West,2012,4,7,23.822075750484096,66
Greater Accra,2010,3,20,23.27070422487408,33
Bono East,2023,8,26,26.996844047061053,211
Western,2013,7,31,21.663346247884625,62
Ahafo,2014,5,13,32.48342515736571,36
North East,2019,12,9,28.234385210954752,52
Ashanti,2016,6,24,21.516811080524825,221
Greater Accra,2012,12,5,25.073868909610823,194
North East,2016,11,26,30.530308233954276,145
Bono East,2011,7,12,34.8777690370807,100
Northern,2017,9,24,34.58059941250125,200
Bono East,2010,3,20,25.624094305151793,58
Ashanti,2022,1,18,32.11941658240377,225
Ahafo,2019,10,8,31.690521490773694,181
Ahafo,2022,1,22,26.85155319588597,211
North East,2015,2,21,20.7596498110049,155
Upper East,2022,9,2,23.415607340060866,95
Central,2014,4,30,32.66400692950901,239
Eastern,2015,1,14,27.032334785850452,124
Upper West,2014,2,27,21.4977737866267,22
Western North,2010,4,30,21.046566372433485,43
Upper East,2016,3,17,27.09095824512023,149
Ahafo,2019,3,17,28.582889315005183,125
Ahafo,2010,9,12,24.751432675963393,40
Northern,2022,9,26,20.856906853071063,111
Upper West,2018,9,3,32.994154427082165,226
Upper West,2014,12,13,33.547036451044065,249
Ashanti,2011,12,16,21.73744425692673,206
Ashanti,2011,11,13,22.027034672120124,177
Eastern,2018,10,2,27.206422637767243,242
Western,2013,7,14,22.300136355204362,10
Savannah,2022,5,15,22.965903921798372,49
Northern,2020,6,24,24.69277399129127,95
Bono,2021,3,31,27.614282434291134,23
Upper East,2021,11,3,29.235402577361814,155
Western,2023,10,13,34.32305762953722,38
Savannah,2015,3,17,29.786776807859567,16
Savannah,2013,3,4,33.45884205146151,103
Western North,2012,2,10,32.53814382945943,65
Western North,2022,7,12,24.40304765441791,225
Upper East,2023,7,28,32.65309835269095,187
Bono,2023,2,6,34.18337516650006,191
North East,2010,7,29,28.996998686625993,195
Western North,2022,10,27,23.601750593951166,209
Upper West,2016,2,5,20.04484802778113,6
Oti,2016,9,8,29.76734516005957,149
Upper West,2022,5,6,31.42965314232859,114
Ahafo,2011,1,30,30.69935829563348,152
Ashanti,2016,8,14,22.70656566515835,232
Central,2012,12,9,30.50193278369948,212
North East,2021,11,23,29.74859406395702,99
Western North,2017,5,1,23.745937845415146,172
Western,2013,7,22,25.450892337875082,93
Upper West,2014,12,6,32.93137309626414,131
Eastern,2020,11,15,22.31550869897015,116
Northern,2013,1,3,21.47079229379918,36
Ashanti,2013,9,7,21.69766795006472,34
Upper East,2014,7,26,29.818652620580654,229
Central,2018,1,11,23.838394660301997,28
Central,2017,4,19,23.03918182574184,172
North East,2016,4,19,26.044636556906113,55
Western North,2011,6,13,23.62635853233921,186
Central,2018,4,26,26.40808387854439,68
Ahafo,2011,5,31,34.03656845330658,200
Western North,2022,6,19,28.861540328175664,9
Central,2015,5,7,33.916976119585954,68
Eastern,2010,9,30,33.658450062622485,134
Western,2017,5,5,22.16105999760829,241
Oti,2023,10,13,26.292240879698035,102
North East,2023,2,8,29.53712020522437,163
Greater Accra,2023,3,5,29.813004323353027,149
Volta,2015,9,21,26.920071360034353,48
Ashanti,2011,5,24,29.24647396255042,238
Ashanti,2015,2,27,24.853060260364728,246
Volta,2014,3,2,28.533005443865047,144
Greater Accra,2012,3,29,23.649480288101145,232
Oti,2015,3,3,32.93061577053227,217
North East,2022,11,5,20.681376351775178,69
Central,2014,4,13,30.009139171855963,29
Volta,2019,8,3,27.092893739160196,128
Greater Accra,2020,10,10,33.908847758717485,54
North East,2022,4,7,31.059433457404303,5
Bono East,2017,12,30,29.916037026809338,87
Volta,2011,1,14,24.784303728191862,229
Central,2014,11,15,30.046169840953787,175
Northern,2010,10,2,23.069089703790354,112
Central,2017,12,20,26.195177505118707,2
Western,2017,5,2,22.623651093594603,225
Ahafo,2023,5,4,21.905291137861834,166
Bono East,2020,11,30,32.645993569757366,83
Greater Accra,2015,9,1,23.58079833018106,60
Eastern,2023,11,26,24.101586668608952,98
Bono East,2023,6,27,30.766997173846576,145
Ashanti,2017,3,24,31.147768690356795,49
Greater Accra,2021,4,15,31.232236409844546,232
Greater Accra,2015,10,4,26.9797152316239,159
Ashanti,2019,4,20,32.59828658602472,5
Northern,2020,8,25,27.984079766302752,63
Ahafo,2022,2,3,22.961923580815032,1
Oti,2010,1,17,21.781441901007373,40
Bono East,2015,8,20,34.990550618760935,220
Bono East,2017,2,8,28.729776253525202,118
Volta,2022,7,5,34.587015744743404,6
Bono East,2019,1,26,20.4959678239631,215
Central,2018,11,15,20.604171261751315,90
Bono East,2023,8,11,33.7068616926849,3
Eastern,2016,5,7,21.63697665518191,156
Eastern,2016,1,2,34.81842794195974,51
Volta,2018,4,24,25.836389590609603,155
Oti,2012,8,28,22.69615884831437,157
Ashanti,2022,10,19,33.399473484891715,115
Western North,2023,6,1,27.711226166023867,232
Eastern,2020,1,16,25.71469447170965,245
Volta,2014,1,16,33.895109997198425,137
Greater Accra,2016,9,24,33.01800523038824,217
Oti,2017,5,23,23.720065801599674,168
Oti,2015,7,28,22.05277971244747,235
North East,2018,3,28,34.63553054490437,95
Western,2022,3,21,20.978677760291497,160
Upper West,2017,4,18,25.87177964603886,134
Western,2013,11,27,22.57459089734455,193
Bono East,2011,5,23,33.464163610473875,234
Northern,2010,9,14,29.21973961472712,69
North East,2012,6,25,26.875184361861457,5
Ahafo,2017,4,19,27.841710968591187,173
Ahafo,2023,1,28,25.57745554397208,219
Upper West,2018,12,13,28.819845040710533,199
Central,2010,2,25,29.630892797095072,156
Eastern,2012,11,2,27.852838185187426,210
Eastern,2021,8,18,26.158175657627595,148
Savannah,2019,12,31,24.543052030804613,38
Bono East,2018,2,19,30.961126776301192,205
Volta,2017,11,29,20.729085066977284,92
Ashanti,2023,12,28,22.22249595642235,29
Greater Accra,2020,12,16,27.6221158985274,199
Bono,2010,10,26,25.956069111427745,181
Ahafo,2016,4,13,32.61070032490212,174
Northern,2016,3,22,24.238660019901527,1
Northern,2014,6,23,21.46354724644721,20
Greater Accra,2012,4,6,23.750631136079495,109
Oti,2023,1,23,33.82556817313654,33
Central,2021,12,3,26.835914435931358,237
North East,2011,5,5,20.505135569668095,225
Oti,2020,3,14,28.7260589631345,155
Western,2011,7,16,20.973259640495847,37
Western,2012,11,28,32.98211136876265,99
Western,2018,12,29,23.029976462310696,214
Bono East,2017,12,11,30.733327796646208,55
Eastern,2021,11,13,28.17187844320267,220
Bono,2014,9,20,27.71303338973721,249
Western North,2013,6,26,22.501155189725704,155
Volta,2023,10,23,26.436207357871652,224
Western,2012,10,4,21.595218533949755,117
Oti,2021,12,15,32.96575585059812,204
Bono East,2021,7,27,31.857521431213968,56
Upper East,2015,2,21,32.20124269704489,79
Oti,2012,9,29,26.032003233923867,24
Central,2023,3,2,34.13180345992616,223
Eastern,2021,4,29,20.006318346448705,171
Eastern,2019,6,23,34.54366555724064,21
Savannah,2023,5,6,33.47801730963029,0
Upper East,2017,10,22,21.783437394639364,149
Northern,2016,1,7,29.82239930926856,0
Western,2021,3,21,31.955620247244454,9
Western North,2011,6,14,29.126399623435784,196
Western,2022,2,10,29.845612860699795,121
Upper East,2014,8,29,26.702153315520064,250
Upper East,2013,4,30,21.289309365460884,85
Bono,2012,3,8,22.306163739725193,74
Oti,2018,12,2,34.70208155625903,139
Volta,2018,10,14,25.312684210371,5
Western North,2016,6,5,23.35668178629982,173
Central,2015,1,26,34.58978644951492,94
North East,2017,10,18,26.28406313773593,71
Greater Accra,2014,11,23,23.92201061051575,61
Ahafo,2011,10,21,20.327731787219342,11
Upper West,2014,4,24,25.33342665946795,186
Ahafo,2017,11,29,20.662138516255155,221
Savannah,2011,3,7,20.59570080708806,241
Upper West,2017,3,27,27.062651784503696,53
Bono,2010,11,1,27.74852864037336,92
Ashanti,2014,9,13,29.690119226227576,119
Western,2011,2,11,24.585961345479546,39
Bono,2013,8,28,27.437402167728,126
Savannah,2019,2,9,30.719462213364032,241
Volta,2010,3,25,22.446114550903705,100
North East,2018,2,14,22.525555404888824,228
Volta,2018,6,26,24.33775444508769,18
Oti,2022,5,21,20.721579277947313,172
North East,2018,1,10,28.10153899000369,91
Bono,2017,7,7,30.317917791287595,238
Upper West,2022,10,11,27.213438272180802,25
North East,2018,8,17,27.443398615026528,193
Upper West,2012,8,12,22.271822864144394,163
Bono,2021,10,17,32.8921900685834,121
Upper West,2016,4,30,20.32818198038548,42
Northern,2010,8,10,26.970959200587114,107
Greater Accra,2015,7,25,24.33260034134838,28
Bono East,2012,9,30,26.434984585808436,50
Upper West,2022,4,17,32.9901254938307,18
Upper East,2011,12,31,26.22001229778334,126
Northern,2015,8,22,31.22081876775455,7
Eastern,2023,5,29,23.540487287817484,115
Volta,2012,8,7,29.32204945434401,4
Eastern,2020,11,23,22.00212356429546,194
Savannah,2012,1,13,21.393620261215347,124
Upper West,2022,4,29,21.14840460693535,175
Ahafo,2012,7,23,21.79496133963557,205
Oti,2015,11,17,24.20122197681925,206
Ahafo,2017,10,7,20.222310609610428,5
Ahafo,2013,7,6,30.551455491647083,230
Bono East,2020,8,24,24.477848368145196,69
Oti,2013,3,13,23.060432889729,183
Northern,2014,9,5,34.682196420358515,243
Eastern,2017,11,18,31.54930025662015,80
Western,2014,10,18,20.136404255648447,118
Volta,2018,6,26,23.181870994332087,49
Western,2017,10,14,32.999553936838865,139
Bono,2012,2,1,33.40521208689668,81
Ahafo,2010,6,8,24.905426848358363,157
Upper East,2012,11,15,20.594058029716535,209
Volta,2014,11,21,22.061438854697556,14
North East,2017,3,27,23.22767435544914,240
Central,2021,7,31,27.580348439922297,44
Savannah,2018,7,24,23.813044213906466,92
Bono East,2016,11,13,30.521566097528122,42
Upper West,2020,5,23,32.760876390514994,17
Northern,2012,8,21,25.681562046607134,228
Oti,2017,1,18,23.51917763161602,128
Oti,2019,12,7,22.649442760309483,83
Ahafo,2013,11,27,23.817086531853686,135
Ashanti,2013,9,22,32.04801101834555,245
Western,2014,7,6,23.131597610444036,168
Volta,2020,2,26,21.761542947345845,27
Upper East,2013,1,15,28.013918819955784,166
Bono,2020,8,26,23.6612022020774,44
Volta,2023,11,28,27.445189675809956,245
Northern,2019,4,18,28.54052708674117,132
Western,2016,3,22,34.63834472284357,54
Bono East,2019,4,27,32.04391281437972,140
Northern,2023,9,25,21.596714360809372,163
Volta,2011,2,9,27.398729010943107,228
Upper West,2010,11,11,32.688231532024574,196
North East,2010,9,14,29.52172291639875,154
Eastern,2011,11,4,22.31368325305781,114
Western North,2015,6,29,32.78154962939934,199
Western North,2014,7,21,34.87543479196398,30
Greater Accra,2014,3,9,27.861539881582914,161
North East,2020,2,15,21.641131910293282,224
Volta,2016,8,30,34.38962952511518,206
Upper West,2015,5,4,26.285490609207812,233
Bono,2019,3,27,27.577633606311863,245
Western,2019,5,9,31.13906514372886,72
Western,2019,2,21,20.305021356732396,247
Savannah,2017,7,14,33.3598808481902,239
Western,2023,5,25,26.42448973342001,190
Bono,2023,1,11,34.165308092036206,240
Bono East,2013,8,18,21.638790179321102,222
Western,2021,8,16,31.375619168019988,233
Upper West,2020,12,17,28.842654387709757,125
Oti,2023,3,31,29.703945916778682,181
Volta,2021,4,16,26.31730381634613,249
Oti,2012,11,15,26.54190029858061,139
Western North,2023,3,3,27.44260113829022,107
Ashanti,2011,9,13,33.80153704520332,116
Ahafo,2012,11,11,25.055077607075578,17
Eastern,2011,8,28,30.67912182260863,89
Volta,2020,3,22,20.285940412213833,30
Western North,2016,6,19,26.911703927125046,18
North East,2022,4,6,34.24905686359874,98
Northern,2011,12,13,29.954087764736173,125
North East,2010,12,19,25.928709432627006,181
Savannah,2020,12,30,20.02388316507268,49
Upper East,2013,6,4,22.8482634661309,75
Greater Accra,2022,2,22,26.277024422679634,118
Western,2010,3,28,26.294952984026853,242
Bono East,2011,4,1,23.768768284624535,165
Upper East,2016,11,15,24.2523227681705,108
Upper West,2011,4,6,22.052734392059683,16
Upper East,2015,5,3,30.748889287212542,89
Eastern,2016,5,28,34.79609874255398,118
North East,2017,4,19,22.112885013198408,230
Ashanti,2010,6,28,34.60830163498909,187
Bono,2016,3,18,22.85860358230702,9
Central,2010,12,4,24.47618839031012,250
Western,2023,2,18,22.542148548326022,246
Ashanti,2018,3,23,25.726741698194445,102
Northern,2020,9,22,22.68930050806935,33
Greater Accra,2013,8,18,20.498210308829194,117
Greater Accra,2012,12,19,20.1839581384747,48
Central,2012,1,12,30.900209377696967,241
